proteinID domain domStart domEnd
Q96HU1 IPR001452 480 543
Q96HU1 IPR004012 555 718
Q96HY6 IPR011991 209 282
Q96HY7 IPR001017 215 496
Q96HY7 IPR005475 568 772
Q96HY7 IPR029061 108 510
Q96HY7 IPR029061 552 778
Q96HY7 IPR031717 777 918
Q96HZ4 IPR003650 95 133
Q96HZ4 IPR011598 17 83
Q96I15 IPR015424 31 439
Q96I15 IPR015421 44 306
Q96I15 IPR015422 307 436
Q96I27 IPR013087 209 238
Q96I27 IPR013087 97 154
Q96I27 IPR013087 265 292
Q96I27 IPR013087 153 182
Q96I27 IPR013087 237 265
Q96I27 IPR013087 67 97
Q96I27 IPR013087 153 182
Q96I27 IPR013087 237 265
Q96I27 IPR013087 181 210
Q96I51 IPR009091 58 461
Q96I59 IPR006195 137 470
Q96I59 IPR012340 38 121
Q96I76 IPR000467 408 458
Q96I82 IPR009030 49 139
Q96I82 IPR002350 120 170
Q96I82 IPR013783 170 273
Q96I82 IPR003599 178 271
Q96I82 IPR013098 172 270
Q96I99 IPR016102 284 428
Q96I99 IPR013650 39 245
Q96I99 IPR013815 59 139
Q96I99 IPR013816 140 282
Q96ID5 IPR003599 31 141
Q96ID5 IPR003599 348 431
Q96ID5 IPR013783 36 145
Q96ID5 IPR013783 344 438
Q96ID5 IPR013783 154 207
Q96ID5 IPR013783 284 343
Q96II8 IPR001715 651 767
Q96II8 IPR032675 48 288
Q96II8 IPR032675 443 465
Q96IJ6 IPR029044 1 344
Q96IP4 IPR012937 66 384
Q96IQ9 IPR015880 109 133
Q96IQ9 IPR015880 145 174
Q96IQ9 IPR015880 176 201
Q96IQ9 IPR031799 110 207
Q96IS3 IPR009057 21 89
Q96IV0 IPR002931 269 356
Q96IV0 IPR008979 454 654
Q96IV0 IPR018997 13 116
Q96IV6 IPR006694 176 299
Q96IW2 IPR000980 216 339
Q96IY4 IPR000834 119 420
Q96IY4 IPR009020 22 110
Q96IZ5 IPR012677 281 393
Q96J42 IPR012336 153 296
Q96J65 IPR003439 467 701
Q96J65 IPR003439 1120 1354
Q96J65 IPR027417 492 700
Q96J65 IPR027417 1113 1356
Q96J65 IPR011527 111 417
Q96J65 IPR011527 785 1087
Q96J66 IPR003439 508 732
Q96J66 IPR003439 1141 1375
Q96J66 IPR027417 524 747
Q96J66 IPR027417 1133 1376
Q96J66 IPR011527 152 443
Q96J66 IPR011527 807 1115
Q96J84 IPR013783 119 490
Q96J84 IPR003599 27 117
Q96J84 IPR003599 128 220
Q96J84 IPR003599 229 305
Q96J84 IPR003599 314 390
Q96J84 IPR003599 398 490
Q96J84 IPR013098 22 116
Q96J84 IPR013162 136 205
Q96J84 IPR013783 21 120
Q96J87 IPR012677 36 224
Q96J87 IPR012677 388 481
Q96J92 IPR011009 174 433
Q96J92 IPR011009 834 897
Q96J92 IPR024678 453 489
Q96J94 IPR003100 114 435
Q96J94 IPR012337 409 861
Q96J94 IPR014811 227 273
Q96J94 IPR031320 1 112
Q96JA1 IPR000372 40 72
Q96JA1 IPR000483 440 490
Q96JA1 IPR013783 494 781
Q96JA1 IPR003599 501 596
Q96JA1 IPR003599 605 690
Q96JA1 IPR003599 699 781
Q96JA1 IPR013098 599 689
Q96JA1 IPR013098 694 780
Q96JA1 IPR032675 43 480
Q96JA3 IPR011993 1 101
Q96JA3 IPR014830 308 518
Q96JB1 IPR027417 1825 2034
Q96JB1 IPR027417 2055 2275
Q96JB1 IPR027417 2447 2711
Q96JB1 IPR027417 2368 2387
Q96JB1 IPR027417 2774 2906
Q96JB1 IPR027417 2940 3065
Q96JB1 IPR004273 3801 4487
Q96JB1 IPR011704 2125 2259
Q96JB1 IPR013594 139 693
Q96JB1 IPR013602 1268 1673
Q96JB1 IPR024317 2788 3052
Q96JB1 IPR024743 3065 3412
Q96JB6 IPR017448 30 136
Q96JB6 IPR017448 159 293
Q96JB6 IPR017448 308 411
Q96JB6 IPR017448 419 536
Q96JB8 IPR001452 219 338
Q96JB8 IPR001478 127 235
Q96JB8 IPR004172 24 83
Q96JB8 IPR004172 86 140
Q96JB8 IPR008144 427 616
Q96JB8 IPR027417 424 627
Q96JB8 IPR014775 91 136
Q96JD6 IPR023210 4 318
Q96JE7 IPR024298 447 683
Q96JE7 IPR024340 282 378
Q96JF0 IPR011330 333 431
Q96JF6 IPR013087 431 461
Q96JF6 IPR013087 516 543
Q96JF6 IPR013087 566 597
Q96JF6 IPR013087 708 735
Q96JF6 IPR013087 155 184
Q96JF6 IPR013087 348 376
Q96JF6 IPR013087 99 128
Q96JF6 IPR013087 736 762
Q96JF6 IPR013087 127 156
Q96JF6 IPR013087 183 213
Q96JF6 IPR013087 376 431
Q96JF6 IPR013087 460 489
Q96JF6 IPR013087 596 625
Q96JF6 IPR013087 652 681
Q96JF6 IPR013087 239 268
Q96JF6 IPR013087 295 323
Q96JF6 IPR013087 761 797
Q96JF6 IPR013087 127 156
Q96JF6 IPR013087 183 213
Q96JF6 IPR013087 376 431
Q96JF6 IPR013087 460 489
Q96JF6 IPR013087 596 625
Q96JF6 IPR013087 267 296
Q96JF6 IPR013087 323 350
Q96JF6 IPR013087 680 708
Q96JF6 IPR013087 211 239
Q96JF6 IPR013087 488 516
Q96JF6 IPR013087 624 653
Q96JG9 IPR015880 2444 2467
Q96JG9 IPR015880 3087 3114
Q96JG9 IPR015880 3147 3169
Q96JG9 IPR015880 3309 3336
Q96JG9 IPR015880 3337 3360
Q96JG9 IPR015880 3390 3419
Q96JG9 IPR015880 731 751
Q96JG9 IPR015880 3115 3139
Q96JH8 IPR000159 61 164
Q96JH8 IPR008984 249 356
Q96JH8 IPR001478 959 1068
Q96JH8 IPR002710 497 764
Q96JH8 IPR029071 62 163
Q96JI7 IPR028107 2096 2387
Q96JJ3 IPR011993 539 671
Q96JJ3 IPR006816 296 485
Q96JJ3 IPR016024 83 272
Q96JJ7 IPR012336 10 148
Q96JJ7 IPR012336 261 345
Q96JK4 IPR017448 670 779
Q96JK4 IPR011042 183 585
Q96JK4 IPR012938 193 509
Q96JK4 IPR018143 34 157
Q96JL9 IPR001909 2 74
Q96JL9 IPR001909 197 274
Q96JL9 IPR003656 376 419
Q96JL9 IPR003656 515 559
Q96JL9 IPR013087 364 395
Q96JL9 IPR013087 478 506
Q96JL9 IPR013087 618 645
Q96JL9 IPR013087 450 479
Q96JL9 IPR013087 506 589
Q96JL9 IPR013087 450 479
Q96JL9 IPR013087 506 589
Q96JL9 IPR013087 394 451
Q96JL9 IPR013087 589 619
Q96JM2 IPR015880 108 136
Q96JM2 IPR015880 470 497
Q96JM2 IPR015880 886 909
Q96JM2 IPR015880 1470 1498
Q96JM2 IPR015880 1660 1683
Q96JM2 IPR015880 1892 1919
Q96JM2 IPR013087 2300 2356
Q96JM2 IPR013087 2411 2436
Q96JM2 IPR013087 2052 2106
Q96JM2 IPR015880 4 27
Q96JM2 IPR015880 162 185
Q96JM2 IPR015880 243 266
Q96JM2 IPR015880 439 462
Q96JM2 IPR015880 600 623
Q96JM2 IPR015880 843 866
Q96JM2 IPR015880 925 948
Q96JM2 IPR015880 1030 1053
Q96JM2 IPR015880 1114 1137
Q96JM2 IPR015880 1193 1216
Q96JM2 IPR015880 1265 1288
Q96JM2 IPR015880 1312 1335
Q96JM2 IPR015880 1369 1392
Q96JM2 IPR015880 1515 1538
Q96JM2 IPR015880 1577 1600
Q96JM2 IPR015880 1697 1720
Q96JM2 IPR015880 1767 1790
Q96JM2 IPR015880 1846 1870
Q96JM2 IPR015880 1968 1990
Q96JM2 IPR015880 2191 2214
Q96JM2 IPR015880 2220 2243
Q96JM2 IPR015880 2254 2276
Q96JM2 IPR015880 2025 2053
Q96JM3 IPR015880 14 37
Q96JM3 IPR015880 62 85
Q96JM3 IPR015880 709 732
Q96JM3 IPR015880 765 786
Q96JM3 IPR013087 731 760
Q96JM4 IPR027417 1335 1359
Q96JM4 IPR027417 1394 1417
Q96JM4 IPR032675 784 903
Q96JM4 IPR032675 961 1144
Q96JM7 IPR013761 695 774
Q96JN8 IPR006573 41 207
Q96JN8 IPR006573 315 484
Q96JN8 IPR006573 518 686
Q96JN8 IPR006573 714 884
Q96JN8 IPR006573 911 1086
Q96JN8 IPR006573 1129 1294
Q96JN8 IPR013320 50 211
Q96JN8 IPR013320 519 683
Q96JP0 IPR011990 252 275
Q96JP0 IPR011990 334 372
Q96JP0 IPR020683 2 242
Q96JP0 IPR020683 431 579
Q96JP0 IPR020683 352 396
Q96JP5 IPR013087 370 427
Q96JP5 IPR015880 430 453
Q96JP5 IPR015880 311 336
Q96JP5 IPR013087 336 371
Q96JP9 IPR015919 39 688
Q96JQ0 IPR015919 43 1324
Q96JQ0 IPR015919 1333 2933
Q96JQ2 IPR001715 22 151
Q96JQ2 IPR001715 185 292
Q96JS3 IPR001190 2 44
Q96JS3 IPR008916 37 152
Q96JS3 IPR029526 418 775
Q96JX3 IPR011989 126 187
Q96JX3 IPR016024 221 367
Q96JX3 IPR029058 393 645
Q96JY0 IPR009071 2 71
Q96JY0 IPR024970 130 326
Q96K19 IPR013083 69 150
Q96K21 IPR013083 66 149
Q96K58 IPR015880 22 44
Q96K58 IPR013087 336 365
Q96K58 IPR013087 544 594
Q96K58 IPR013087 364 419
Q96K58 IPR013087 516 545
Q96K58 IPR013087 82 195
Q96K58 IPR013087 224 253
Q96K58 IPR013087 306 337
Q96K58 IPR013087 194 225
Q96K58 IPR013087 252 307
Q96K62 IPR011333 8 126
Q96K62 IPR013087 403 431
Q96K62 IPR015880 486 511
Q96K62 IPR013087 431 486
Q96K62 IPR013087 431 486
Q96K76 IPR028889 188 564
Q96K76 IPR029071 702 764
Q96K78 IPR000203 379 427
Q96K78 IPR017981 434 724
Q96KB5 IPR011009 32 322
Q96KD3 IPR022168 141 208
Q96KG7 IPR000742 106 136
Q96KG7 IPR000742 144 179
Q96KG7 IPR000742 187 222
Q96KG7 IPR000742 230 265
Q96KG7 IPR000742 276 308
Q96KG7 IPR000742 316 351
Q96KG7 IPR000742 405 440
Q96KG7 IPR000742 451 483
Q96KG7 IPR000742 491 526
Q96KG7 IPR000742 537 569
Q96KG7 IPR000742 577 612
Q96KG7 IPR000742 665 700
Q96KG7 IPR000742 711 743
Q96KG7 IPR000742 751 786
Q96KG7 IPR000742 797 829
Q96KG7 IPR000742 363 397
Q96KG7 IPR000742 623 657
Q96KG7 IPR002049 281 320
Q96KG7 IPR002049 368 411
Q96KG7 IPR002049 759 798
Q96KG7 IPR002049 802 833
Q96KG7 IPR002049 195 234
Q96KG7 IPR002049 324 364
Q96KG7 IPR002049 413 452
Q96KG7 IPR002049 456 495
Q96KG7 IPR002049 499 538
Q96KG7 IPR002049 542 581
Q96KG7 IPR002049 585 628
Q96KG7 IPR002049 631 669
Q96KG7 IPR002049 716 755
Q96KG7 IPR011489 30 107
Q96KG7 IPR002049 152 195
Q96KG9 IPR011009 14 314
Q96KG9 IPR016024 276 544
Q96KK3 IPR011333 50 159
Q96KK3 IPR005821 220 467
Q96KK3 IPR027359 202 352
Q96KK4 IPR017452 40 289
Q96KM6 IPR015880 140 167
Q96KM6 IPR015880 540 568
Q96KM6 IPR015880 630 658
Q96KM6 IPR015880 784 808
Q96KM6 IPR015880 105 127
Q96KM6 IPR015880 594 616
Q96KN2 IPR011650 242 414
Q96KN3 IPR009057 286 358
Q96KN3 IPR032453 96 179
Q96KN7 IPR000008 789 927
Q96KN7 IPR000008 618 756
Q96KN7 IPR021656 619 757
Q96KN8 IPR007053 129 245
Q96KN9 IPR013092 6 226
Q96KN9 IPR019570 153 219
Q96KP1 IPR014756 5 93
Q96KP1 IPR013783 5 98
Q96KP4 IPR011650 208 383
Q96KP6 IPR032419 148 244
Q96KQ7 IPR001214 1038 1161
Q96KQ7 IPR007728 923 1035
Q96KQ7 IPR020683 653 894
Q96KR1 IPR003604 328 362
Q96KR1 IPR003604 379 413
Q96KR1 IPR003604 579 613
Q96KR1 IPR006561 703 1073
Q96KR1 IPR015880 331 355
Q96KR1 IPR015880 382 406
Q96KR1 IPR015880 582 606
Q96KR6 IPR009688 87 174
Q96KV6 IPR001870 281 474
Q96KV6 IPR003599 35 141
Q96KV6 IPR003877 351 471
Q96KV6 IPR006574 298 350
Q96KV6 IPR013783 12 140
Q96KV6 IPR007110 154 227
Q96KV6 IPR013320 291 468
Q96KV7 IPR011047 857 1009
Q96KV7 IPR011047 1144 1571
Q96KV7 IPR011047 1657 1746
Q96KV7 IPR015943 357 587
Q96KV7 IPR015943 603 874
Q96KV7 IPR015943 887 997
Q96KV7 IPR015943 1124 1745
Q96L03 IPR027417 14 114
Q96L08 IPR000436 30 93
Q96L12 IPR009033 207 290
Q96L12 IPR013320 14 245
Q96L12 IPR013320 297 334
Q96L34 IPR011009 56 311
Q96L34 IPR028375 634 752
Q96L34 IPR015940 324 368
Q96L42 IPR000014 39 137
Q96L42 IPR014710 481 674
Q96L42 IPR000700 93 145
Q96L42 IPR005821 224 480
Q96L50 IPR032675 109 325
Q96L73 IPR000313 321 412
Q96L73 IPR000313 1754 1844
Q96L73 IPR001214 1942 2065
Q96L73 IPR013083 1520 1589
Q96L73 IPR001965 1592 1639
Q96L73 IPR001965 1640 1693
Q96L73 IPR013083 1695 1764
Q96L73 IPR013083 2096 2170
Q96L73 IPR003616 2066 2082
Q96L73 IPR006560 1890 1941
Q96L91 IPR000330 1104 1374
Q96L91 IPR001650 1899 2056
Q96L91 IPR014001 1087 1276
Q96L91 IPR014012 799 871
Q96L91 IPR017877 2360 2429
Q96L91 IPR027417 1889 2064
Q96L91 IPR027417 1066 1307
Q96L91 IPR027417 1308 1374
Q96L91 IPR031575 1 505
Q96L92 IPR000159 273 362
Q96L92 IPR001478 39 137
Q96L92 IPR001683 152 270
Q96L92 IPR029071 274 341
Q96L93 IPR008984 450 554
Q96L93 IPR001683 1181 1296
Q96L93 IPR001752 1 368
Q96L93 IPR027417 3 391
Q96L96 IPR013783 277 371
Q96L96 IPR013783 1476 1564
Q96L96 IPR003599 285 372
Q96L96 IPR003599 1483 1566
Q96L96 IPR011009 1548 1828
Q96L96 IPR013098 279 371
Q96LA5 IPR013783 19 105
Q96LA5 IPR013783 106 199
Q96LA5 IPR013783 201 294
Q96LA5 IPR013783 297 389
Q96LA5 IPR003599 23 103
Q96LA5 IPR003599 113 198
Q96LA5 IPR003599 211 294
Q96LA5 IPR003599 306 387
Q96LA6 IPR013783 3 107
Q96LA6 IPR013783 109 202
Q96LA6 IPR013783 205 297
Q96LA6 IPR003599 23 106
Q96LA6 IPR003599 119 202
Q96LA6 IPR003599 214 295
Q96LA8 IPR029063 37 365
Q96LA9 IPR017452 44 272
Q96LB0 IPR017452 44 272
Q96LB1 IPR017452 47 279
Q96LB2 IPR017452 44 272
Q96LB8 IPR002502 53 372
Q96LB9 IPR002502 16 340
Q96LC7 IPR013783 142 241
Q96LC7 IPR013783 16 140
Q96LC7 IPR007110 446 535
Q96LC7 IPR003599 26 140
Q96LC7 IPR003599 149 235
Q96LC7 IPR003599 261 341
Q96LC7 IPR003599 365 443
Q96LC7 IPR013783 251 345
Q96LC7 IPR013783 344 448
Q96LD4 IPR000315 177 217
Q96LD4 IPR013083 6 78
Q96LD4 IPR001870 410 631
Q96LD4 IPR013320 420 576
Q96LD8 IPR003653 11 203
Q96LJ7 IPR016040 3 253
Q96LL9 IPR001623 46 119
Q96LU7 IPR008967 142 406
Q96LU7 IPR025719 768 909
Q96LU7 IPR026932 530 565
Q96LU7 IPR030392 451 559
Q96LW9 IPR008916 35 148
Q96LW9 IPR013087 238 268
Q96LW9 IPR013087 323 406
Q96LW9 IPR013087 267 296
Q96LW9 IPR013087 267 296
Q96LW9 IPR013087 295 323
Q96LX8 IPR001909 10 72
Q96LX8 IPR013087 184 267
Q96LX8 IPR013087 339 396
Q96LX8 IPR013087 396 424
Q96LX8 IPR013087 156 185
Q96LY2 IPR029422 266 377
Q96LZ2 IPR002190 111 310
Q96LZ2 IPR021072 3 95
Q96LZ7 IPR011990 248 408
Q96M02 IPR029299 568 697
Q96M11 IPR027918 197 284
Q96M20 IPR014710 90 295
Q96M20 IPR014710 408 473
Q96M32 IPR016040 100 348
Q96M32 IPR027417 339 611
Q96M34 IPR003117 502 532
Q96M61 IPR002190 107 306
Q96M61 IPR021072 3 94
Q96M69 IPR008144 414 597
Q96M69 IPR027417 413 600
Q96M69 IPR032675 132 369
Q96M86 IPR004273 3980 4748
Q96M86 IPR013602 1017 1464
Q96M86 IPR024743 3226 3465
Q96M86 IPR027417 1686 1760
Q96M86 IPR027417 1975 2148
Q96M86 IPR027417 2375 2659
Q96M95 IPR025252 44 161
Q96M96 IPR000219 197 410
Q96M96 IPR013083 551 624
Q96M96 IPR011993 393 555
Q96M96 IPR011993 577 744
Q96MA6 IPR007862 177 205
Q96MA6 IPR007862 392 420
Q96MA6 IPR027417 22 260
Q96MA6 IPR027417 268 470
Q96MC2 IPR029440 660 719
Q96ME1 IPR001810 13 75
Q96ME1 IPR032675 27 149
Q96ME1 IPR032675 296 430
Q96ME1 IPR032675 477 559
Q96ME1 IPR032675 560 621
Q96MF2 IPR001452 232 306
Q96MF2 IPR001452 309 364
Q96MF2 IPR002219 89 140
Q96MF2 IPR011511 311 364
Q96MF6 IPR023393 86 230
Q96MF7 IPR004181 154 236
Q96MF7 IPR013083 164 241
Q96MG7 IPR002190 85 285
Q96MG8 IPR029063 6 313
Q96MH7 IPR027830 7 152
Q96MH7 IPR027865 449 537
Q96MI9 IPR000834 717 903
Q96MI9 IPR016024 10 223
Q96MI9 IPR016024 493 553
Q96MK2 IPR011989 826 931
Q96MK2 IPR031780 19 363
Q96MK3 IPR009581 305 522
Q96MM7 IPR027417 208 392
Q96MN2 IPR011029 1 102
Q96MN2 IPR007111 149 281
Q96MN2 IPR027417 103 236
Q96MN2 IPR027417 494 523
Q96MN2 IPR027417 270 353
Q96MN2 IPR032675 553 980
Q96MN9 IPR013087 275 307
Q96MN9 IPR015880 317 340
Q96MP5 IPR007527 531 574
Q96MP8 IPR011333 51 149
Q96MR6 IPR011047 195 234
Q96MR6 IPR011047 328 671
Q96MR6 IPR015943 47 241
Q96MR6 IPR015943 284 347
Q96MR6 IPR015943 348 670
Q96MR9 IPR001909 8 84
Q96MR9 IPR001909 107 181
Q96MR9 IPR013087 430 459
Q96MR9 IPR013087 376 403
Q96MR9 IPR013087 572 600
Q96MR9 IPR013087 710 740
Q96MR9 IPR013087 460 488
Q96MR9 IPR013087 347 377
Q96MR9 IPR013087 600 683
Q96MR9 IPR013087 401 431
Q96MR9 IPR013087 488 543
Q96MR9 IPR013087 740 790
Q96MR9 IPR013087 401 431
Q96MR9 IPR013087 488 543
Q96MR9 IPR013087 543 573
Q96MS0 IPR013783 60 163
Q96MS0 IPR013783 166 441
Q96MS0 IPR013783 450 545
Q96MS0 IPR013783 551 657
Q96MS0 IPR013783 670 869
Q96MS0 IPR003599 70 162
Q96MS0 IPR003599 172 255
Q96MS0 IPR003599 264 344
Q96MS0 IPR003599 353 442
Q96MS0 IPR003599 457 539
Q96MS0 IPR013098 168 249
Q96MS0 IPR013098 258 343
Q96MS0 IPR013098 451 532
Q96MT3 IPR001781 249 313
Q96MT3 IPR010442 14 122
Q96MT3 IPR001781 124 251
Q96MT7 IPR015943 185 403
Q96MT7 IPR015943 459 661
Q96MT7 IPR015943 728 890
Q96MT8 IPR031470 18 280
Q96MU6 IPR001909 37 110
Q96MU6 IPR013087 393 422
Q96MU6 IPR013087 644 673
Q96MU6 IPR013087 700 729
Q96MU6 IPR015880 115 145
Q96MU6 IPR013087 309 338
Q96MU6 IPR013087 421 450
Q96MU6 IPR013087 477 506
Q96MU6 IPR013087 673 700
Q96MU6 IPR013087 337 366
Q96MU6 IPR013087 252 310
Q96MU6 IPR013087 421 450
Q96MU6 IPR013087 505 644
Q96MU6 IPR013087 673 700
Q96MU6 IPR013087 337 366
Q96MU6 IPR013087 449 478
Q96MU6 IPR013087 365 394
Q96MU7 IPR007275 355 492
Q96MU8 IPR013806 30 126
Q96MU8 IPR000859 213 321
Q96MU8 IPR002889 116 210
Q96MW5 IPR016159 152 372
Q96MX3 IPR013087 188 247
Q96MX3 IPR013087 447 506
Q96MX3 IPR013087 140 168
Q96MX3 IPR013087 273 304
Q96MX3 IPR013087 331 386
Q96MX3 IPR013087 571 598
Q96MX3 IPR013087 112 141
Q96MX3 IPR013087 541 571
Q96MX3 IPR013087 303 331
Q96MX3 IPR013087 303 331
Q96MX6 IPR015943 9 349
Q96MZ0 IPR012336 35 145
Q96MZ0 IPR010987 174 341
Q96N16 IPR031994 415 605
Q96N20 IPR001909 1 66
Q96N20 IPR013087 245 296
Q96N20 IPR013087 189 217
Q96N20 IPR013087 159 190
Q96N20 IPR013087 217 245
Q96N20 IPR013087 217 245
Q96N22 IPR001909 2 75
Q96N22 IPR013087 590 644
Q96N22 IPR013087 534 563
Q96N22 IPR013087 140 169
Q96N22 IPR013087 282 309
Q96N22 IPR013087 310 339
Q96N22 IPR013087 422 451
Q96N22 IPR013087 170 191
Q96N22 IPR013087 338 367
Q96N22 IPR013087 394 423
Q96N22 IPR013087 450 479
Q96N22 IPR013087 562 590
Q96N22 IPR013087 198 226
Q96N22 IPR013087 506 535
Q96N22 IPR013087 253 282
Q96N22 IPR013087 338 367
Q96N22 IPR013087 450 479
Q96N22 IPR013087 562 590
Q96N22 IPR013087 226 253
Q96N22 IPR013087 366 395
Q96N22 IPR013087 478 507
Q96N23 IPR011990 845 898
Q96N23 IPR011990 1908 1946
Q96N38 IPR001909 1 47
Q96N38 IPR013087 452 507
Q96N38 IPR013087 228 257
Q96N38 IPR013087 368 397
Q96N38 IPR013087 114 145
Q96N38 IPR013087 172 201
Q96N38 IPR013087 396 425
Q96N38 IPR013087 256 285
Q96N38 IPR013087 312 341
Q96N38 IPR013087 172 201
Q96N38 IPR013087 396 425
Q96N38 IPR013087 256 285
Q96N38 IPR013087 340 369
Q96N38 IPR013087 424 452
Q96N38 IPR013087 284 313
Q96N38 IPR013087 144 174
Q96N38 IPR013087 200 229
Q96N58 IPR001909 17 98
Q96N58 IPR013087 315 344
Q96N58 IPR013087 371 400
Q96N58 IPR013087 539 572
Q96N58 IPR013087 259 288
Q96N58 IPR013087 399 428
Q96N58 IPR013087 455 484
Q96N58 IPR013087 287 316
Q96N58 IPR013087 343 372
Q96N58 IPR013087 511 540
Q96N58 IPR013087 229 260
Q96N58 IPR013087 399 428
Q96N58 IPR013087 287 316
Q96N58 IPR013087 343 372
Q96N58 IPR013087 483 512
Q96N58 IPR013087 427 456
Q96N67 IPR010703 1581 2106
Q96N67 IPR021816 70 159
Q96N67 IPR027007 558 735
Q96N67 IPR027357 1678 2114
Q96N77 IPR001909 104 181
Q96N77 IPR013087 262 319
Q96N77 IPR013087 320 347
Q96N77 IPR013087 370 427
Q96N95 IPR008916 45 158
Q96N95 IPR013087 251 280
Q96N95 IPR013087 279 334
Q96N96 IPR000219 228 451
Q96N96 IPR001452 129 255
Q96N96 IPR011993 431 584
Q96NA2 IPR019143 28 170
Q96NA8 IPR000727 411 504
Q96NA8 IPR006011 249 365
Q96NA8 IPR010989 253 471
Q96NA8 IPR028002 124 199
Q96NB3 IPR003604 48 82
Q96ND0 IPR009688 124 210
Q96ND8 IPR001909 2 77
Q96ND8 IPR013087 324 353
Q96ND8 IPR013087 464 493
Q96ND8 IPR013087 520 547
Q96ND8 IPR013087 212 241
Q96ND8 IPR013087 352 381
Q96ND8 IPR013087 492 520
Q96ND8 IPR013087 268 297
Q96ND8 IPR013087 408 437
Q96ND8 IPR013087 352 381
Q96ND8 IPR013087 492 520
Q96ND8 IPR013087 240 269
Q96ND8 IPR013087 296 325
Q96ND8 IPR013087 436 465
Q96ND8 IPR013087 380 409
Q96NG3 IPR011990 15 115
Q96NG3 IPR011990 284 467
Q96NG3 IPR013026 13 114
Q96NG3 IPR013026 320 470
Q96NG8 IPR001909 4 77
Q96NG8 IPR013087 227 256
Q96NG8 IPR013087 311 338
Q96NG8 IPR013087 151 172
Q96NG8 IPR013087 448 477
Q96NG8 IPR013087 255 284
Q96NG8 IPR013087 336 394
Q96NG8 IPR013087 199 228
Q96NG8 IPR013087 423 450
Q96NG8 IPR013087 255 284
Q96NG8 IPR013087 336 394
Q96NG8 IPR013087 199 228
Q96NG8 IPR013087 283 311
Q96NG8 IPR013087 394 423
Q96NG8 IPR013087 171 200
Q96NH3 IPR000195 1130 1223
Q96NJ3 IPR001909 2 86
Q96NJ3 IPR013087 540 567
Q96NJ3 IPR013087 344 373
Q96NJ3 IPR013087 484 513
Q96NJ3 IPR013087 287 317
Q96NJ3 IPR013087 372 401
Q96NJ3 IPR013087 512 540
Q96NJ3 IPR013087 230 260
Q96NJ3 IPR013087 316 346
Q96NJ3 IPR013087 428 457
Q96NJ3 IPR013087 372 401
Q96NJ3 IPR013087 512 540
Q96NJ3 IPR013087 316 346
Q96NJ3 IPR013087 456 485
Q96NJ3 IPR013087 260 287
Q96NJ3 IPR013087 400 429
Q96NJ5 IPR011333 20 139
Q96NJ5 IPR011705 144 245
Q96NJ5 IPR015915 289 579
Q96NL0 IPR004012 57 206
Q96NL3 IPR001909 7 80
Q96NL3 IPR013087 395 424
Q96NL3 IPR013087 563 588
Q96NL3 IPR013087 423 478
Q96NL3 IPR013087 198 227
Q96NL3 IPR013087 282 312
Q96NL3 IPR013087 339 368
Q96NL3 IPR013087 507 536
Q96NL3 IPR013087 423 478
Q96NL3 IPR013087 227 282
Q96NL3 IPR013087 311 340
Q96NL3 IPR013087 367 396
Q96NL3 IPR013087 535 563
Q96NL3 IPR013087 478 508
Q96NM4 IPR009071 241 321
Q96NN9 IPR016156 506 585
Q96NN9 IPR017941 70 174
Q96NN9 IPR023753 188 502
Q96NR3 IPR000731 268 427
Q96NR8 IPR016040 36 314
Q96NS5 IPR001496 404 447
Q96NS5 IPR020683 60 349
Q96NT5 IPR020846 28 448
Q96NU7 IPR032466 79 421
Q96NU7 IPR011059 36 82
Q96NU7 IPR011059 364 425
Q96NW4 IPR003123 233 379
Q96NW4 IPR020683 394 427
Q96NW4 IPR020683 441 908
Q96NW7 IPR001478 1444 1535
Q96NW7 IPR032675 25 409
Q96NX5 IPR011009 14 312
Q96NY7 IPR010987 533 704
Q96NY7 IPR012336 471 558
Q96NY8 IPR013783 30 243
Q96NY8 IPR013783 260 336
Q96NY8 IPR003599 37 146
Q96NY8 IPR003599 257 333
Q96NY8 IPR013162 151 231
Q96NY9 IPR006166 266 428
Q96NY9 IPR010996 9 87
Q96NZ1 IPR011991 180 289
Q96P09 IPR001841 189 224
Q96P11 IPR029063 126 425
Q96P15 IPR023796 3 392
Q96P16 IPR008942 1 139
Q96P20 IPR011029 1 97
Q96P20 IPR007111 220 536
Q96P20 IPR027417 215 307
Q96P20 IPR027417 338 387
Q96P20 IPR029495 139 210
Q96P20 IPR032675 626 1030
Q96P31 IPR013783 191 282
Q96P31 IPR013783 284 472
Q96P31 IPR013783 473 564
Q96P31 IPR013783 20 98
Q96P31 IPR003599 29 96
Q96P31 IPR003599 105 186
Q96P31 IPR003599 196 281
Q96P31 IPR003599 294 375
Q96P31 IPR003599 389 470
Q96P31 IPR003599 482 563
Q96P31 IPR013151 294 366
Q96P31 IPR013783 98 188
Q96P44 IPR013320 230 421
Q96P44 IPR002035 30 217
Q96P48 IPR000159 1172 1261
Q96P48 IPR008936 954 1152
Q96P48 IPR013761 3 70
Q96P48 IPR011993 286 424
Q96P48 IPR011993 677 854
Q96P48 IPR011993 1274 1432
Q96P48 IPR011993 438 540
Q96P48 IPR011993 862 991
Q96P48 IPR011993 188 212
Q96P56 IPR005821 108 350
Q96P56 IPR027359 109 220
Q96P63 IPR023796 1 405
